acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat 
670,C_670,I,A,USD,false,1,0,1000000,85362.81,,bank,Henry,Lopez,9952 Clark Junction,Leechester,FM,US,95300,Male,1993-04-27,426-24-1005,-67.780641,78.5196185
671,C_671,I,A,USD,false,1,0,1000000,85842.37,,bank,Allen,Leonard,09855 Amy Curve Suite 075,Port Sarah,MI,US,98566,Male,1911-03-11,366-97-4613,-69.622795,-46.9199415
672,C_672,I,A,USD,false,1,0,1000000,96107.87,,bank,Kristin,Young,442 Robert Mountain,South Anneburgh,MA,US,59622,Female,1963-03-14,848-93-8688,-49.527403,-73.766975
673,C_673,I,A,USD,false,1,0,1000000,75713.63,,bank,Michele,Bell,1848 Ford Isle Suite 453,Laurenfort,GU,US,61750,Female,2019-02-04,213-21-5325,106.049517,43.631175
674,C_674,I,A,USD,false,1,0,1000000,63907.21,,bank,Adam,Simmons,3003 Wall Row Suite 112,Jonburgh,CA,US,77877,Male,1985-08-17,205-16-0752,16.948687,55.4083945
675,C_675,I,A,USD,false,1,0,1000000,94618.75,,bank,Kristin,Chase,03191 Galloway Fords,Port Scott,MD,US,07042,Female,1916-01-10,036-96-0291,71.559856,64.501128
676,C_676,I,A,USD,false,1,0,1000000,50317.80,,bank,Brad,Carpenter,409 Griffin Squares Apt. 770,Lake Judyburgh,WI,US,00546,Male,1979-01-24,219-84-9141,-85.405760,-3.114265
677,C_677,I,A,USD,false,1,0,1000000,89165.07,,bank,Melissa,Marquez,315 Anderson Knoll,Kimstad,AL,US,03623,Female,1917-01-14,075-89-9064,-51.706176,-62.173951
678,C_678,I,A,USD,false,1,0,1000000,57525.50,,bank,Michael,Mckay,287 Hughes Ford,Kristenland,NY,US,16581,Male,1986-05-23,433-72-4582,5.275841,-74.712843
679,C_679,I,A,USD,false,1,0,1000000,51968.92,,bank,Christopher,Welch,906 Guerrero Well,Floresborough,OK,US,88874,Male,1971-10-02,342-98-6003,28.133607,-25.7014025
680,C_680,I,A,USD,false,1,0,1000000,64684.05,,bank,Ronald,Briggs,0960 Whitney Estates Suite 627,East Emily,CT,US,20593,Male,1948-07-02,127-14-8094,77.388620,81.597531
681,C_681,I,A,USD,false,1,0,1000000,75231.16,,bank,Melanie,Kline,62236 Padilla Spurs,East Brittney,MO,US,38677,Female,1928-03-26,471-79-3865,104.463779,-39.7578845
682,C_682,I,A,USD,false,1,0,1000000,90130.81,,bank,Jaime,Rodriguez,82067 Walker Crossroad,Raymondside,SC,US,35033,Female,2022-08-03,841-04-1297,122.907004,4.4277525
683,C_683,I,A,USD,false,1,0,1000000,60115.72,,bank,Michael,Watson,69838 Mackenzie Burgs Apt. 069,Johnstonborough,AK,US,18031,Male,1965-11-29,892-38-8679,-144.099552,-83.8825345
684,C_684,I,A,USD,false,1,0,1000000,70205.92,,bank,Ryan,Torres,494 Dylan Island,North Rebecca,IN,US,29970,Male,1994-11-08,610-16-8994,28.042557,-88.281224
685,C_685,I,A,USD,false,1,0,1000000,87172.30,,bank,Natalie,Bishop,9369 Jacob Harbor,West Joshua,IN,US,43610,Female,2021-12-28,317-76-1216,59.939234,-82.140446
686,C_686,I,A,USD,false,1,0,1000000,88235.32,,bank,Kelsey,Reed,25872 Robert Overpass Suite 824,West Linda,VT,US,89324,Female,2022-03-25,112-84-3550,172.327902,-7.8085915
687,C_687,I,A,USD,false,1,0,1000000,75209.75,,bank,Zachary,Clements,8005 Hughes Street,Port David,WA,US,79050,Male,1924-06-21,514-90-1101,82.955563,53.947787
688,C_688,I,A,USD,false,1,0,1000000,57213.93,,bank,Rachel,Doyle,2481 Shelly Stream,East Rhondafort,GU,US,32960,Female,1995-01-02,356-04-5421,61.665387,-27.3499355
689,C_689,I,A,USD,false,1,0,1000000,78788.93,,bank,Natasha,Lee,872 Alex Burg,North John,NH,US,37583,Female,2010-02-25,210-48-5087,25.689275,30.229554
690,C_690,I,A,USD,false,1,0,1000000,58476.19,,bank,Angela,Blanchard,360 Deborah Center,West Michelle,VA,US,78074,Female,1999-06-29,566-55-8498,23.522391,-47.964598
691,C_691,I,A,USD,false,1,0,1000000,98464.95,,bank,Janice,Long,20957 Julia Center Suite 078,South Elizabethtown,KS,US,14917,Female,2008-08-11,609-88-6899,-160.933934,-62.188396
692,C_692,I,A,USD,false,1,0,1000000,69895.11,,bank,Stephen,Hall,1197 Melissa Locks,Christinafurt,KS,US,25896,Male,2019-01-31,528-06-9301,-177.933165,-86.8913995
693,C_693,I,A,USD,false,1,0,1000000,75981.97,,bank,Joshua,Harris,66766 Warner Station,West Joshua,IL,US,39097,Male,1946-11-14,114-15-3800,-59.823301,79.826301
694,C_694,I,A,USD,false,1,0,1000000,80164.02,,bank,Michael,Wyatt,64474 Anthony Ports Apt. 280,Jacksonhaven,MD,US,50232,Male,2006-12-13,874-92-8426,-155.565587,-15.336255
695,C_695,I,A,USD,false,1,0,1000000,78623.08,,bank,Jennifer,Haas,64508 Alexander Mount,East Tanya,MO,US,68611,Female,1996-06-29,431-23-2121,-7.954451,22.7780545
696,C_696,I,A,USD,false,1,0,1000000,71010.06,,bank,Ashley,Smith,21026 Schmidt Summit,Ayalafort,VT,US,29774,Female,1971-03-31,167-51-6310,-76.887897,35.129915
697,C_697,I,A,USD,false,1,0,1000000,81310.93,,bank,Shannon,Smith,806 Johnston Manors,Andreaville,MS,US,66542,Male,1964-03-16,149-12-1241,52.656691,-80.345095
698,C_698,I,A,USD,false,1,0,1000000,66022.99,,bank,Felicia,Fuller,235 Pollard Motorway,Washingtonview,RI,US,97400,Female,1922-11-09,775-93-2822,24.286144,13.0105765
699,C_699,I,A,USD,true,1,0,1000000,93730.19,,bank,Caitlin,Griffin,24850 Jay Circle,Michaelport,WI,US,93803,Female,1925-08-24,220-24-4523,-129.016129,36.0857345
700,C_700,I,A,USD,false,1,0,1000000,96795.52,,bank,Christina,Chan,904 Daniel Cove Suite 476,Pedrobury,MS,US,82167,Female,1943-03-18,099-14-6024,129.147704,-29.2677905
701,C_701,I,A,USD,false,1,0,1000000,53294.83,,bank,Nicholas,Morales,2418 Blake Tunnel,Johnsonfurt,HI,US,14764,Male,2004-06-09,660-96-5310,33.457588,44.0335215
702,C_702,I,A,USD,false,1,0,1000000,84886.70,,bank,Megan,Smith,898 Kline Roads Apt. 643,West Brianbury,VT,US,04879,Female,1958-06-07,781-01-0356,-127.955885,71.2322975
703,C_703,I,A,USD,false,1,0,1000000,98373.92,,bank,Jennifer,White,949 Adrian Ranch Apt. 668,Andersonton,AK,US,07504,Female,1965-02-12,637-57-4570,104.828549,-88.5891875
704,C_704,I,A,USD,false,1,0,1000000,52751.41,,bank,Antonio,Kelly,08274 Francis Row Apt. 787,Adamsstad,FM,US,34462,Male,1977-10-08,320-66-4549,173.459667,-26.455198
705,C_705,I,A,USD,false,1,0,1000000,71011.83,,bank,Benjamin,Michael,48912 Johnson Meadows,Joshuamouth,MS,US,11886,Male,1977-09-26,487-39-7428,-32.963548,55.558453
706,C_706,I,A,USD,false,1,0,1000000,76588.92,,bank,Anita,Long,7796 John Garden Suite 417,West Kevin,PR,US,51756,Female,1922-09-02,470-23-8334,85.014244,-68.3779425
707,C_707,I,A,USD,false,1,0,1000000,87116.69,,bank,John,Hall,557 Colon Plain,Samanthaberg,MD,US,73650,Male,1988-04-05,516-81-4216,-89.322914,-29.3751115
708,C_708,I,A,USD,false,1,0,1000000,70282.67,,bank,Theresa,Bautista,871 Christina Mountains Apt. 659,West Kaylaview,GU,US,48750,Female,2010-03-09,007-39-7933,34.595452,-22.8072725
709,C_709,I,A,USD,false,1,0,1000000,74299.31,,bank,Anthony,Brown,9504 James Plain,East Jeremystad,ME,US,54658,Male,1986-11-05,422-84-9783,-105.061748,68.2336585
710,C_710,I,A,USD,false,1,0,1000000,85809.04,,bank,Joseph,Huynh,5018 Vincent Flat,North Brianna,VA,US,19934,Male,1967-07-31,242-18-9817,-1.164090,-14.3219545
711,C_711,I,A,USD,false,1,0,1000000,55193.83,,bank,Matthew,Donovan,115 Moore Manors Apt. 357,New Mariamouth,MO,US,40868,Male,1995-10-26,263-49-0364,-135.377718,54.732944
712,C_712,I,A,USD,false,1,0,1000000,50451.87,,bank,Tammy,Khan,70979 Jones Green Suite 284,Brownburgh,VI,US,99737,Female,1998-02-17,797-41-2916,-2.540822,38.8683235
713,C_713,I,A,USD,false,1,0,1000000,72245.04,,bank,Jacob,Cook,21106 Sherri Cove,New Madisonport,IL,US,80013,Male,1936-07-30,812-31-4867,165.367630,-15.525146
714,C_714,I,A,USD,false,1,0,1000000,69816.71,,bank,Geoffrey,Yang,908 Bean Square Apt. 558,Loganville,AL,US,83286,Male,1986-04-03,163-51-8022,-129.150545,-59.2943265
715,C_715,I,A,USD,false,1,0,1000000,59603.06,,bank,Stephen,Harrell,850 James Gateway Apt. 514,Rogersside,UT,US,32899,Male,2006-08-17,190-42-2884,-91.464427,64.456468
716,C_716,I,A,USD,false,1,0,1000000,73307.26,,bank,Joseph,Nichols,26207 Catherine Stream,Martinezborough,OH,US,61009,Male,1972-09-21,893-93-5305,-67.026208,89.2580505
717,C_717,I,A,USD,false,1,0,1000000,69049.93,,bank,Carrie,Walker,13114 Wood Stravenue,Port Samantha,MO,US,48937,Female,2025-05-31,806-27-0137,-89.127050,55.414447
718,C_718,I,A,USD,false,1,0,1000000,84872.04,,bank,Gregory,Holmes,938 Thompson Drive,Harrisbury,MN,US,06626,Male,1997-12-11,553-34-2920,43.017558,-32.2928525
719,C_719,I,A,USD,false,1,0,1000000,92447.23,,bank,Frank,Aguirre,14991 Noble Springs Apt. 070,Brownside,KS,US,17776,Male,1969-04-08,431-09-3357,-42.623853,57.8286265
720,C_720,I,A,USD,false,1,0,1000000,97086.69,,bank,Anthony,Daugherty,98282 Little Port,Lake Robertville,SC,US,01901,Male,1958-02-20,165-43-8238,153.137679,89.6886715
721,C_721,I,A,USD,false,1,0,1000000,76438.01,,bank,Kathy,Macdonald,23479 Timothy Field Suite 611,Billychester,GA,US,07711,Female,1957-04-02,507-42-2079,73.497605,25.383141
722,C_722,I,A,USD,true,1,0,1000000,69156.48,,bank,Roger,Rios,852 Timothy Lakes,South Paulmouth,VT,US,61270,Male,1989-07-08,698-30-2898,-158.786912,1.411965
723,C_723,I,A,USD,false,1,0,1000000,83885.79,,bank,Sara,Ruiz,12073 Blackburn Locks Suite 483,Davismouth,AZ,US,54125,Female,2013-10-06,031-68-8287,-4.452212,-57.0179415
724,C_724,I,A,USD,false,1,0,1000000,78772.48,,bank,Julie,Miller,9996 Mary Ferry Apt. 863,Port Holly,OH,US,90350,Female,1976-01-22,857-63-5086,-62.114650,-89.7079485
725,C_725,I,A,USD,false,1,0,1000000,71192.55,,bank,Wendy,Young,22217 Choi Trail Suite 099,Harrisville,OH,US,18328,Female,1991-07-02,079-09-1398,4.165187,-61.875457
726,C_726,I,A,USD,false,1,0,1000000,98410.33,,bank,Theresa,Martin,421 Foster Summit Apt. 033,Antoniomouth,NJ,US,27904,Female,2013-05-05,202-61-3188,-41.671173,-60.149273
727,C_727,I,A,USD,false,1,0,1000000,95368.57,,bank,Charles,Garcia,02836 Ashley Station,North Christopherport,MO,US,91519,Male,1942-06-10,797-86-5791,111.940066,83.2852845
728,C_728,I,A,USD,false,1,0,1000000,77460.46,,bank,Helen,Wise,860 Margaret Ferry Suite 027,Garciamouth,FL,US,16453,Female,2003-04-02,682-82-4678,-20.572569,-59.660179
729,C_729,I,A,USD,false,1,0,1000000,55394.44,,bank,Mackenzie,Perkins,9807 Allen River,East Robertstad,HI,US,45595,Female,1918-09-15,807-32-5712,-142.985489,-40.819741
730,C_730,I,A,USD,false,1,0,1000000,93144.74,,bank,Don,Marsh,3530 Wagner Orchard,Leeton,OH,US,25691,Male,1953-05-04,346-80-1114,-71.565242,89.914086
731,C_731,I,A,USD,true,1,0,1000000,93713.35,,bank,Christopher,Bowers,90506 May Ford Apt. 218,Elizabethside,IL,US,55308,Male,1978-06-17,273-61-2073,52.882484,19.9286065
732,C_732,I,A,USD,false,1,0,1000000,50486.59,,bank,Jamie,Blankenship,32877 Richard Spurs Apt. 863,Williammouth,GA,US,02366,Female,2024-05-27,169-30-4415,107.000615,-68.0470585
733,C_733,I,A,USD,false,1,0,1000000,69659.15,,bank,Lauren,Simmons,0774 Frost Meadow,North Paula,WA,US,30706,Female,1939-01-08,298-07-0736,2.759060,8.470236
734,C_734,I,A,USD,false,1,0,1000000,54547.39,,bank,Kimberly,Jones,34475 Sharp Harbors Apt. 850,North Michaelborough,TN,US,66026,Female,2012-05-09,618-75-3254,4.449618,83.890142
735,C_735,I,A,USD,false,1,0,1000000,99005.73,,bank,Mandy,West,1750 Joanna Forge,Molinahaven,PW,US,28978,Female,1973-05-16,187-11-3667,56.242393,73.5156905
736,C_736,I,A,USD,false,1,0,1000000,51798.37,,bank,Antonio,Johnson,997 Colleen Manor Apt. 311,West Robertshire,WY,US,22121,Male,2000-03-27,464-79-5751,39.572235,-2.6187355
737,C_737,I,A,USD,false,1,0,1000000,77596.14,,bank,Charles,Decker,4795 Romero Key Apt. 654,Port Nataliemouth,MH,US,27338,Male,1979-01-20,543-12-9575,-34.810379,-34.5920035
738,C_738,I,A,USD,false,1,0,1000000,60836.95,,bank,Tommy,Davis,71685 Thompson Dale Suite 421,Calvinchester,PA,US,49490,Male,1918-03-29,086-99-0688,6.665322,31.687666
739,C_739,I,A,USD,false,1,0,1000000,90154.24,,bank,Betty,Jackson,6072 George Trafficway,Colemanstad,MP,US,56810,Female,1968-03-24,042-86-3987,-162.979708,-38.899006
740,C_740,I,A,USD,false,1,0,1000000,84520.52,,bank,Steven,Robinson,231 Andrea Trafficway,East Christina,SC,US,82175,Male,1923-06-20,176-16-7359,-160.840345,79.512884
741,C_741,I,A,USD,false,1,0,1000000,67656.12,,bank,Brian,Whitehead,4968 Laura Village,Loweville,MN,US,88364,Male,1973-11-06,443-37-2841,166.982163,-22.111446
742,C_742,I,A,USD,false,1,0,1000000,72663.97,,bank,Carl,Yates,8031 Michelle Terrace,Toddfort,MO,US,68740,Male,1961-11-07,616-37-9343,20.018779,-46.101153
743,C_743,I,A,USD,false,1,0,1000000,92209.28,,bank,Ashley,Chapman,02943 Horn Drive Apt. 526,West Michael,HI,US,33619,Female,1994-11-12,788-16-2908,18.100541,-2.877136
744,C_744,I,A,USD,false,1,0,1000000,69482.77,,bank,Eric,Lopez,29975 Melissa Estate Suite 656,Samanthaburgh,NC,US,16232,Male,1927-05-30,200-16-3419,-171.357815,89.045829
745,C_745,I,A,USD,false,1,0,1000000,66747.25,,bank,Dustin,Lee,861 Shannon Spur Apt. 160,Taylormouth,GA,US,16633,Male,1968-09-29,454-71-1224,-163.044048,60.9210965
746,C_746,I,A,USD,false,1,0,1000000,81138.49,,bank,Natalie,Rangel,8394 Erin Lights Apt. 401,Hodgehaven,KS,US,34720,Female,1951-07-04,689-83-8670,-95.652590,89.5224205
747,C_747,I,A,USD,false,1,0,1000000,86964.36,,bank,Martha,Jackson,02530 Flores Via,Roberttown,AK,US,39226,Female,1950-09-05,692-76-9917,-93.780560,81.333995
748,C_748,I,A,USD,false,1,0,1000000,52882.31,,bank,Brian,Thompson,91414 Fischer Causeway Apt. 756,Kimberlyfort,FL,US,67814,Male,1933-09-27,561-76-0293,6.694169,-30.180704
749,C_749,I,A,USD,false,1,0,1000000,62413.05,,bank,Tony,Bauer,8823 Jonathan Ports Apt. 135,Meyerville,MP,US,28593,Male,1933-05-24,262-98-5464,-44.905196,21.410958
750,C_750,I,A,USD,false,1,0,1000000,87800.94,,bank,Christine,Perez,5186 Danny Skyway Suite 780,South Christinehaven,KY,US,30725,Female,1912-02-25,568-45-2613,103.083123,9.512598
751,C_751,I,A,USD,false,1,0,1000000,86133.91,,bank,Mitchell,Bryant,90181 Rios Course,Rodriguezfort,OK,US,54983,Male,2008-04-16,336-74-7446,30.120020,62.7663545
752,C_752,I,A,USD,false,1,0,1000000,69025.63,,bank,Sandra,Smith,321 Warren Burg,Jenningsside,VI,US,87922,Female,2015-02-27,429-36-7338,108.639492,-29.998356
753,C_753,I,A,USD,false,1,0,1000000,73491.52,,bank,Marie,Chavez,26550 Wade Harbor Suite 264,East Anne,LA,US,69600,Female,1973-06-08,028-11-0094,-131.001586,-42.9746965
754,C_754,I,A,USD,false,1,0,1000000,51718.86,,bank,Beverly,Gay,351 Stephen Center,North Suzanne,OK,US,11821,Female,2001-06-08,303-74-5164,-113.483245,-52.3024785
755,C_755,I,A,USD,false,1,0,1000000,55226.62,,bank,Dylan,Walters,4943 Eduardo Route,Danielhaven,ND,US,47267,Male,1955-05-30,765-52-7639,-76.358902,55.123771
756,C_756,I,A,USD,false,1,0,1000000,94206.85,,bank,Mark,Estrada,299 Bates Points,East Matthewmouth,RI,US,77849,Male,1974-12-17,500-25-7729,-9.495252,-64.035443
757,C_757,I,A,USD,true,1,0,1000000,75040.15,,bank,Lisa,Brown,162 Wilson Gateway,Valdezborough,MP,US,86841,Female,1934-12-02,659-20-5692,175.670140,-47.695654
758,C_758,I,A,USD,false,1,0,1000000,51492.52,,bank,Monica,Hays,52594 Sean Haven Suite 070,Thomasside,DC,US,50841,Female,2018-07-21,664-08-1950,-7.816918,-72.131211
759,C_759,I,A,USD,false,1,0,1000000,84677.78,,bank,Hunter,Stanton,89806 Douglas Loaf Suite 846,Robertfort,FL,US,72285,Male,2014-09-29,284-41-8793,93.430985,26.3295205
760,C_760,I,A,USD,false,1,0,1000000,87853.18,,bank,Melissa,Combs,16098 Li Road,Griffinmouth,TN,US,12995,Female,1993-09-01,383-28-3625,-97.175525,49.067752
761,C_761,I,A,USD,false,1,0,1000000,56693.88,,bank,David,Murphy,67617 Williams Ports Apt. 684,Davidtown,NJ,US,94262,Male,1970-04-02,897-72-6073,-101.186496,88.1553255
762,C_762,I,A,USD,false,1,0,1000000,64161.35,,bank,Rebecca,Perez,1882 Figueroa Dale Suite 603,Johnsonfurt,WI,US,87758,Female,1980-03-08,019-63-5781,144.464041,18.740099
763,C_763,I,A,USD,false,1,0,1000000,63230.71,,bank,Veronica,Lawrence,74792 Rojas Well Apt. 708,New Mary,UT,US,81196,Female,1933-12-08,769-93-1817,-34.801887,-11.3340335
764,C_764,I,A,USD,false,1,0,1000000,67323.14,,bank,Joseph,Cannon,94179 Thomas Underpass,Nataliechester,OR,US,66641,Male,1956-03-12,447-21-4812,0.525533,-43.828723
765,C_765,I,A,USD,false,1,0,1000000,88758.77,,bank,Denise,Stewart,6862 Bartlett Grove,New Robertborough,HI,US,73052,Female,1913-10-09,336-54-1003,-168.746081,-31.2611455
766,C_766,I,A,USD,false,1,0,1000000,58011.90,,bank,Wendy,Gentry,88025 Todd Drives Apt. 508,South Kellychester,PA,US,34707,Female,1937-04-05,171-90-5391,-42.877914,36.048314
767,C_767,I,A,USD,false,1,0,1000000,72330.76,,bank,Tanner,Peters,377 Leah Lodge Suite 345,Lake Victoriaport,SC,US,60197,Male,1922-06-22,742-57-2785,175.688885,37.572242
768,C_768,I,A,USD,false,1,0,1000000,55493.74,,bank,Jose,Shannon,26928 Howard Parkway Apt. 986,New Jeffrey,LA,US,92090,Male,2001-11-23,023-01-1965,23.832885,-5.335578
769,C_769,I,A,USD,false,1,0,1000000,59190.14,,bank,Jacqueline,Gay,29954 Carl Stravenue Apt. 447,Port Williamfort,GA,US,27056,Female,2001-12-25,784-24-0636,-155.977739,-39.1843815
770,C_770,I,A,USD,false,1,0,1000000,54748.24,,bank,Benjamin,Mcclain,1525 Katie Fords,South Emilyside,CO,US,16935,Male,1933-12-30,241-47-2742,12.850124,57.7504935
771,C_771,I,A,USD,false,1,0,1000000,68454.64,,bank,Michael,Patel,09318 Tran Ferry,South Robertstad,OK,US,07757,Male,1929-03-29,351-78-5222,114.360043,-18.8235965
772,C_772,I,A,USD,false,1,0,1000000,69066.28,,bank,Tony,Chapman,57051 Sanders Walk,Delgadoport,MH,US,05403,Male,1978-08-11,594-91-7175,126.489049,-26.2259735
773,C_773,I,A,USD,false,1,0,1000000,80063.49,,bank,Mitchell,Quinn,3832 Murray Brooks,South Rebeccatown,AR,US,05487,Male,1948-04-25,603-76-3463,14.989705,57.6390325
774,C_774,I,A,USD,false,1,0,1000000,94867.47,,bank,Katherine,Greene,40322 Hale Station Apt. 392,New Donnatown,CO,US,19396,Female,1930-11-13,682-93-6579,-165.618827,-27.7479685
775,C_775,I,A,USD,false,1,0,1000000,56968.28,,bank,Keith,Smith,562 Russell Avenue,Port Joshuatown,AL,US,23829,Male,1976-12-05,554-02-4845,157.885988,50.9079395
776,C_776,I,A,USD,false,1,0,1000000,84301.34,,bank,Benjamin,Hood,16238 Sanchez Corners,Patriciabury,OR,US,13556,Male,1949-04-25,431-48-5721,-173.754518,18.901581
777,C_777,I,A,USD,false,1,0,1000000,55261.31,,bank,Erica,Bradford,2460 Thornton Shoals Suite 255,East Keith,MP,US,17384,Female,1915-03-24,487-88-1066,21.989141,17.405669
778,C_778,I,A,USD,false,1,0,1000000,64440.78,,bank,David,Gonzales,80682 Rogers Cliffs,South Christopherborough,OK,US,40821,Male,1935-02-25,335-18-5213,-59.688320,-48.208612
779,C_779,I,A,USD,false,1,0,1000000,73816.15,,bank,Tammy,Martinez,158 Kelley Street Suite 941,Ramosmouth,MA,US,17238,Female,1950-02-12,606-17-8120,-137.663537,64.1789295
780,C_780,I,A,USD,false,1,0,1000000,69229.47,,bank,Bryan,Morgan,41911 Bowman Land,Elainemouth,KS,US,96565,Male,1966-12-23,845-06-4681,-33.084137,20.5508255
781,C_781,I,A,USD,false,1,0,1000000,62765.89,,bank,George,Davis,6885 Michael Lights,Lindatown,IA,US,47633,Male,2007-06-12,497-88-3485,-172.834303,23.050074
782,C_782,I,A,USD,false,1,0,1000000,90328.71,,bank,Cindy,Taylor,985 Carmen Ports Apt. 911,New Kennethfurt,OH,US,00663,Female,1979-09-12,396-89-9445,-160.541601,-30.3716135
783,C_783,I,A,USD,false,1,0,1000000,97368.11,,bank,George,Quinn,89550 Sarah Ports,Erikland,CA,US,78272,Male,1979-11-22,860-79-4792,142.367898,89.522250
784,C_784,I,A,USD,false,1,0,1000000,68900.33,,bank,Nichole,Mcdaniel,556 West Mill,New Kennethfort,NE,US,08096,Female,1934-10-23,511-68-3787,-166.477947,60.3037255
785,C_785,I,A,USD,false,1,0,1000000,60061.06,,bank,Brandon,Martin,80305 Jerome Motorway,Martinborough,TX,US,01410,Male,1992-08-26,212-15-6251,47.787149,-71.6719805
786,C_786,I,A,USD,false,1,0,1000000,88980.93,,bank,Danielle,Evans,48736 Santiago Grove Apt. 908,Mcneilhaven,OR,US,61022,Female,2023-03-15,635-91-2961,-24.692934,79.675702
787,C_787,I,A,USD,false,1,0,1000000,61945.25,,bank,Timothy,Pena,959 Jenkins Cape,Leonardshire,NM,US,32971,Male,1990-03-17,702-39-9782,161.015181,5.712171
788,C_788,I,A,USD,false,1,0,1000000,55276.34,,bank,Nicholas,Reed,26755 Reginald Key Suite 424,Rowlandshire,CA,US,15535,Male,1978-07-01,288-95-0295,3.035101,28.4184145
789,C_789,I,A,USD,false,1,0,1000000,78791.62,,bank,Brian,Moyer,461 Stephen Camp Apt. 944,Jenniferside,OH,US,20029,Male,1918-11-04,094-46-2564,-75.389959,-62.825554
790,C_790,I,A,USD,false,1,0,1000000,60122.14,,bank,Ryan,Hawkins,6857 Gordon Row,South Joseph,UT,US,03675,Male,1952-06-14,483-09-5061,-121.184158,43.9180035
791,C_791,I,A,USD,false,1,0,1000000,84302.03,,bank,Angel,Ellis,292 Ashley Trail,Ashleyton,DC,US,79189,Female,2009-07-03,364-80-6578,36.650772,-54.3785945
792,C_792,I,A,USD,false,1,0,1000000,82575.24,,bank,Danielle,Frey,54263 Bailey Underpass Suite 686,Smithshire,WY,US,25356,Female,2015-09-19,353-17-3542,97.829968,27.609172
793,C_793,I,A,USD,false,1,0,1000000,67048.72,,bank,Andrew,Frazier,89037 Kimberly Forks Suite 757,Lake Chadton,PR,US,22531,Male,1965-11-06,741-14-6085,-135.173606,26.3457015
794,C_794,I,A,USD,false,1,0,1000000,62774.53,,bank,Melanie,Carter,0034 Powell Courts,Kevinberg,RI,US,96090,Female,1997-11-21,051-10-8940,17.639649,10.3964375
795,C_795,I,A,USD,false,1,0,1000000,81732.80,,bank,James,Summers,44289 Michelle Ville,Fergusonborough,NE,US,45528,Male,1951-11-28,243-77-3987,-29.046487,17.1851805
796,C_796,I,A,USD,true,1,0,1000000,77498.26,,bank,Grant,Martin,6551 Harvey Glen,Lake Alex,GA,US,67662,Male,1924-08-22,612-78-7276,-96.479517,33.893288
797,C_797,I,A,USD,false,1,0,1000000,60758.21,,bank,John,Lewis,9463 Olsen Views Apt. 142,Sullivanhaven,HI,US,04037,Male,1961-10-17,618-29-7328,-28.887865,-16.1541515
798,C_798,I,A,USD,false,1,0,1000000,70358.59,,bank,Robin,Ramirez,825 Russo Summit,New Joshua,NE,US,50946,Female,1973-07-11,518-86-7999,144.116443,42.0102685
799,C_799,I,A,USD,false,1,0,1000000,85566.06,,bank,Brandy,Perez,6673 Mindy Hills Suite 337,New Jessicaborough,CT,US,47275,Female,1995-12-24,140-34-8201,-36.260340,-75.7721095
800,C_800,I,A,USD,false,1,0,1000000,51823.96,,bank,Patrick,Greer,380 Cole Isle,North Sarahfurt,DC,US,61135,Male,2023-10-03,625-88-0048,4.960495,-53.802213
801,C_801,I,A,USD,false,1,0,1000000,70171.38,,bank,Jack,Fisher,3405 Guerrero Ford Apt. 375,Nortonview,KY,US,29614,Male,1981-03-25,536-47-9059,2.856499,-43.2605765
802,C_802,I,A,USD,false,1,0,1000000,99261.73,,bank,Heather,Cain,67654 Gonzalez Field,East Richard,WV,US,10691,Female,1935-08-10,327-47-9451,-10.287235,-78.6927545
803,C_803,I,A,USD,false,1,0,1000000,55440.93,,bank,Ashley,Jacobs,19657 Nicole Estates,Churchton,OK,US,09010,Female,1995-01-02,633-98-0493,-153.066284,-68.5488945
804,C_804,I,A,USD,false,1,0,1000000,97509.62,,bank,Michael,George,691 Conner Plain Apt. 908,Port Emily,NC,US,94407,Male,1984-01-10,427-28-2169,-17.299371,-4.1097785
805,C_805,I,A,USD,false,1,0,1000000,62319.40,,bank,Jason,Goodman,1595 Jesse Spur Suite 658,South Anthonyland,MH,US,26206,Male,1943-08-10,398-39-4024,79.494422,-3.1842405
806,C_806,I,A,USD,false,1,0,1000000,82204.33,,bank,Thomas,Smith,9263 Lewis Lodge Suite 057,East Dylanberg,IL,US,47472,Male,2026-04-30,002-08-9452,-141.628786,18.248124
807,C_807,I,A,USD,false,1,0,1000000,83511.71,,bank,Austin,Munoz,1836 Jessica Forest Suite 351,Jamestown,SD,US,30834,Male,1933-08-13,145-41-3399,-121.739463,53.416215
808,C_808,I,A,USD,false,1,0,1000000,69879.79,,bank,Brenda,Hart,2533 Cohen Lodge Apt. 403,New Lawrence,NE,US,00852,Female,1953-06-03,100-07-0720,-146.527679,35.8049475
809,C_809,I,A,USD,false,1,0,1000000,93839.36,,bank,Thomas,Dennis,487 Kelley Mount Suite 100,Brianstad,MA,US,13450,Male,1971-04-16,275-30-5463,162.913024,-3.9489045
810,C_810,I,A,USD,false,1,0,1000000,64165.42,,bank,Daisy,Reeves,87811 Baker Knolls Suite 544,Burnettmouth,CO,US,15165,Female,1935-01-19,738-97-0094,122.937236,-85.4143085
